,satisfaction_level,average_montly_hours,promotion_last_5years,high,low,medium,0
2052,0.68,153,0,0,0,1,1.0
5804,0.84,243,0,0,1,0,
13741,0.6,225,0,1,0,0,
4123,0.65,137,0,1,0,0,0.0
30,0.09,294,0,0,1,0,0.0
9129,0.72,267,0,0,1,0,
4631,0.92,243,0,1,0,0,
10791,0.8,194,0,0,0,1,
5572,0.81,203,0,0,0,1,
3443,0.72,134,0,0,1,0,0.0
13168,0.82,147,0,0,1,0,
1516,0.4,127,0,0,1,0,0.0
4122,0.86,192,0,1,0,0,0.0
1019,0.86,241,0,0,1,0,0.0
2235,0.15,212,0,0,1,0,0.0
10773,0.95,264,0,0,1,0,
11101,0.16,269,0,1,0,0,
14218,0.92,259,0,0,1,0,
9100,0.69,148,0,0,1,0,
6239,0.72,181,0,0,1,0,
13205,0.61,239,0,0,1,0,
9783,0.63,158,0,0,0,1,
951,0.36,157,0,0,1,0,0.0
14690,0.11,277,0,0,1,0,
1436,0.43,142,0,0,0,1,0.0
6712,0.89,190,0,0,0,1,
11915,0.94,157,0,0,0,1,
2222,0.26,100,0,0,0,1,0.0
12298,0.45,136,0,0,0,1,
10120,0.49,232,0,0,0,1,
4355,0.76,164,0,0,0,1,0.0
11215,0.52,261,1,0,1,0,
14653,0.77,229,0,0,1,0,
12365,0.91,235,0,0,1,0,
13689,0.57,134,0,0,0,1,
2289,0.4,174,0,0,0,1,0.0
1832,0.82,252,0,0,0,1,0.0
2343,0.82,115,0,0,1,0,0.0
7954,0.96,198,0,0,0,1,
6480,0.52,164,0,0,0,1,
68,0.76,223,0,0,0,1,0.0
14761,0.11,298,0,0,1,0,
7055,0.49,168,0,0,1,0,
1566,0.1,274,0,0,1,0,0.0
5960,0.77,242,0,0,0,1,
3316,0.68,241,0,0,1,0,0.0
1687,0.4,141,0,0,1,0,0.0
6958,0.54,154,0,1,0,0,
919,0.82,264,0,0,0,1,0.0
14767,0.46,141,0,0,1,0,
11485,0.71,196,0,0,1,0,
11640,0.51,188,0,1,0,0,
